time,raw_signal,raw_isosbestic,trial_cue,lever1,lever2,shock
0.0,59.54784198087636,47.59561320610809,False,False,False,False
0.01,60.05742979555807,47.39307263776091,False,False,False,False
0.02,59.030153006005946,47.604569758244594,False,False,False,False
0.03,59.757314198800984,48.05470630759793,False,False,False,False
0.04,59.54165367132791,48.22747890347215,False,False,False,False
0.05,59.830588421405245,48.05606740664941,False,False,False,False
0.06,59.66501035574551,47.955127991970265,False,False,False,False
0.07,60.08903218142071,47.71614031739825,False,False,False,False
0.08,60.12966559308073,48.14031502069196,False,False,False,False
0.09,59.688699168299486,47.859976481643116,False,False,False,False
0.1,59.10080833658863,47.51306455276774,False,False,False,False
0.11,60.33324700069851,47.69012376864567,False,False,False,False
0.12,59.67642478435046,48.265048398113834,False,False,False,False
0.13,60.15383894492145,47.33177738562234,False,False,False,False
0.14,60.075820113466555,47.676797626185525,False,False,False,False
0.15,59.75549368980541,48.18393788979732,False,False,False,False
0.16,59.77071040232595,47.554899108688666,False,False,False,False
0.17,59.455872115332326,47.32438855268786,False,False,False,False
0.18,59.3528587199699,47.62817448333715,False,False,False,False
0.19,59.51065245231519,47.86861867710295,False,False,False,False
0.2,59.99435629544505,47.58082252166579,False,False,False,False
0.21,60.364190671218445,47.89936699345399,False,False,False,False
0.22,60.02778712181414,47.44503663828002,False,False,False,False
0.23,60.342960054204866,47.90606979517613,False,False,False,False
0.24,60.132302137488765,47.88474311922473,False,False,False,False
0.25,60.08012302089775,47.841183311410056,False,False,False,False
0.26,60.21012982223638,48.06140295752569,False,False,False,False
0.27,59.67478361076602,47.78362023319088,False,False,False,False
0.28,59.94391536202712,47.17712268217682,False,False,False,False
0.29,59.74788094129627,47.77363385885309,False,False,False,False
0.3,59.91538361098197,47.757782853088344,False,False,False,False
0.31,60.07942020894149,48.98323122511226,False,False,False,False
0.32,59.353302680169335,47.566356482321794,False,False,False,False
0.33,59.73697335176728,47.20357005335899,False,False,False,False
0.34,60.48709736920038,47.780944925193666,False,False,False,False
0.35,58.59924162550539,46.89434703446005,False,False,False,False
0.36,59.57733183082112,47.76904556498431,False,False,False,False
0.37,60.524624421360656,48.19713752483509,False,False,False,False
0.38,59.452038115276544,48.3046100690794,False,False,False,False
0.39,60.24084822244185,47.946374713505044,False,False,False,False
0.4,59.67118993549026,48.23662160603511,False,False,False,False
0.41,60.35954355113723,47.894971310126905,False,False,False,False
0.42,60.2402756481362,47.660164291948234,False,False,False,False
0.43,60.005033704124926,47.93459664009972,False,False,False,False
0.44,59.948058535835756,48.43468913141484,False,False,False,False
0.45,59.92343693874707,47.79657455654986,False,False,False,False
0.46,59.48249812243177,47.265235008840286,False,False,False,False
0.47,59.763368534718005,47.42314784534626,False,False,False,False
0.48,59.07529436356702,48.35106155761373,False,False,False,False
0.49,59.648325186536745,47.990145032221676,False,False,False,False
0.5,60.05927880032421,48.47700459374535,False,False,False,False
0.51,60.02679893164836,47.60826818617353,False,False,False,False
0.52,59.14608872711181,47.15902078728116,False,False,False,False
0.53,59.715697874841666,48.42392067679845,False,False,False,False
0.54,60.080039342765275,47.82674360090097,False,False,False,False
0.55,59.305447944308135,48.04638256719653,False,False,False,False
0.56,60.35419887566454,48.08668662046532,False,False,False,False
0.57,59.78171966509285,47.33662565507623,False,False,False,False
0.58,59.96052141939554,47.74096676579607,False,False,False,False
0.59,59.68871828702345,47.97089341842018,False,False,False,False
0.6,59.49534630757253,47.76800250802429,False,False,False,False
0.61,59.67879533751092,48.05063714572205,False,False,False,False
0.62,59.686176928542714,48.2292432348608,False,False,False,False
0.63,60.50692926962018,48.03826228826945,False,False,False,False
0.64,60.60088974448858,47.68863668885993,False,False,False,False
0.65,59.71876412240889,48.22712294961096,False,False,False,False
0.66,60.391489456682244,47.42563595584364,False,False,False,False
0.67,60.42882454164664,47.973888397632905,False,False,False,False
0.68,59.81162539652634,47.68887334639234,False,False,False,False
0.69,60.288768326612654,48.25322850218095,False,False,False,False
0.7,59.585780779747154,47.78187701622358,False,False,False,False
0.71,60.01318011693492,47.682523641233615,False,False,False,False
0.72,60.612257677229174,47.56148615622789,False,False,False,False
0.73,59.75662728839313,47.57757410919103,False,False,False,False
0.74,59.70620397463784,47.89544033128056,False,False,False,False
0.75,60.05650049812879,48.419610852780316,False,False,False,False
0.76,60.11742086864901,47.61685416696659,False,False,False,False
0.77,60.262075726306435,48.35045032119656,False,False,False,False
0.78,59.18328587465994,47.71571712863111,False,False,False,False
0.79,59.26819980752151,47.97317368064485,False,False,False,False
0.8,59.228638250737546,47.442419645346874,False,False,False,False
0.81,59.991908810640005,47.951216242129135,False,False,False,False
0.82,60.086796708180344,47.01938259686831,False,False,False,False
0.83,59.49539844329704,47.95720565123716,False,False,False,False
0.84,59.523415026829724,48.05019678502047,False,False,False,False
0.85,59.544729633816374,48.90118685055649,False,False,False,False
0.86,60.5199171011734,48.263141781202684,False,False,False,False
0.87,59.995837127277845,47.92647697707822,False,False,False,False
0.88,59.57697017210594,47.4682394037229,False,False,False,False
0.89,60.16791044378611,47.983010093652055,False,False,False,False
0.9,60.31207840237641,47.54117275952142,False,False,False,False
0.91,59.63620749748011,47.56197963256928,False,False,False,False
0.92,59.25881250860811,48.225609389821564,False,False,False,False
0.93,59.91385521641992,47.41050779147076,False,False,False,False
0.94,59.327470237068916,47.70132227205245,False,False,False,False
0.95,59.59485614274365,48.26048451277517,False,False,False,False
0.96,59.75288989546741,48.19830682693623,False,False,False,False
0.97,59.75005334835472,47.68547468109884,False,False,False,False
0.98,59.97625881520371,47.61792121527084,False,False,False,False
0.99,60.21018526421441,48.139132796922354,False,False,False,False
1.0,60.211402270726225,47.63110299450558,False,False,False,False
1.01,59.79976567470389,47.53362975336237,False,False,False,False
1.02,59.75296626768618,47.641101345553416,False,False,False,False
1.03,59.92010869196569,47.75613333823728,False,False,False,False
1.04,59.39830122436024,47.54010271118328,False,False,False,False
1.05,60.625007514674415,48.77027950140015,False,False,False,False
1.06,60.03200147437866,48.08614222914151,False,False,False,False
1.07,60.072420478000325,48.25336402779262,False,False,False,False
1.08,59.45192022793901,47.78298346530389,False,False,False,False
1.09,59.43636822686176,47.76304795407194,False,False,False,False
1.1,59.55363971948829,47.92060667521918,False,False,False,False
1.11,60.64993844115627,48.24909463888772,False,False,False,False
1.12,60.10716486707213,47.846431896397355,False,False,False,False
1.13,60.118251435903865,48.014879874814746,False,False,False,False
1.14,59.58752781644023,47.90989845581781,False,False,False,False
1.15,60.18898929254007,48.079297906484236,False,False,False,False
1.16,59.85224661092286,48.63147434018563,False,False,False,False
1.17,59.85334777117836,47.44118794815676,False,False,False,False
1.18,60.21078853782962,47.85536447839884,False,False,False,False
1.19,60.6272077153182,48.33663443917384,False,False,False,False
1.2,60.27598273141287,47.76887009055554,False,False,False,False
1.21,60.69307696841743,48.031287534143196,False,False,False,False
1.22,60.92806758792201,47.81704339966978,False,False,False,False
1.23,60.44248122596622,47.83787946403891,False,False,False,False
1.24,60.066779257855956,48.44371573610678,False,False,False,False
1.25,60.59394888712327,47.85201801225572,False,False,False,False
1.26,59.7612653988456,48.93565771442013,False,False,False,False
1.27,59.24010781997107,48.64914245745074,False,False,False,False
1.28,60.44529285098258,47.89775306608965,False,False,False,False
1.29,60.34384431853659,48.23855128166443,False,False,False,False
